timestamp,tcp_established,tcp_syn_recv,tcp_time_wait,tcp_listen
1774516768,0,0,0,0
1774516769,0,0,0,0
1774516770,0,0,0,0
1774516771,0,0,0,0
1774516772,0,0,0,0
1774516773,0,0,0,0
1774516774,0,0,0,0
1774516775,0,0,0,0
1774516776,0,0,0,0
1774516777,0,0,0,0
1774516778,0,0,0,0
1774516779,0,0,0,0
1774516780,0,0,0,0
1774516781,0,0,0,0
1774516782,0,0,0,0
1774516783,0,0,0,0
1774516784,0,0,0,0
1774516785,0,0,0,0
1774516786,0,0,0,0
1774516787,0,0,0,0
1774516788,0,0,0,0
1774516789,0,0,0,0
1774516790,0,0,0,0
1774516791,0,0,0,0
1774516792,0,0,0,0
1774516793,0,0,0,0
1774516794,0,0,0,0
1774516795,0,0,0,0
1774516796,0,0,0,0
1774516797,0,0,0,0
1774516798,0,0,0,0
1774516799,0,0,0,0
1774516800,0,0,0,0
1774516801,0,0,0,0
1774516802,0,0,0,0
1774516803,0,0,0,0
1774516804,0,0,0,0
1774516805,0,0,0,0
1774516806,0,0,0,0
1774516807,0,0,0,0
1774516809,0,0,0,0
1774516810,0,0,0,0
1774516811,0,0,0,0
1774516812,0,0,0,0
1774516813,0,0,0,0
1774516814,0,0,0,0
1774516815,0,0,0,0
1774516816,0,0,0,0
1774516817,0,0,0,0
1774516818,0,0,0,0
1774516819,0,0,0,0
1774516820,0,0,0,0
1774516821,0,0,0,0
1774516822,0,0,0,0
1774516823,0,0,0,0
1774516824,0,0,0,0
1774516825,0,0,0,0
1774516826,0,0,0,0
1774516827,0,0,0,0
1774516828,0,0,0,0
1774516829,0,0,0,0
1774516830,0,0,0,0
1774516831,0,0,0,0
1774516832,0,0,0,0
1774516833,0,0,0,0
1774516834,0,0,0,0
1774516835,0,0,0,0
1774516836,0,0,0,0
1774516837,0,0,0,0
1774516838,0,0,0,0
1774516839,0,0,0,0
1774516840,0,0,0,0
1774516841,0,0,0,0
1774516842,0,0,0,0
1774516843,0,0,0,0
1774516844,0,0,0,0
1774516845,0,0,0,0
1774516846,0,0,0,0
1774516847,0,0,0,0
1774516848,0,0,0,0
1774516849,0,0,0,0
1774516850,0,0,0,0
1774516851,0,0,0,0
1774516852,0,0,0,0
1774516853,0,0,0,0
1774516855,0,0,0,0
1774516856,0,0,0,0
1774516857,0,0,0,0
1774516858,0,0,0,0
1774516859,0,0,0,0
1774516860,0,0,0,0
1774516861,0,0,0,0
1774516862,0,0,0,0
1774516863,0,0,0,0
1774516864,0,0,0,0
1774516865,0,0,0,0
1774516866,0,0,0,0
1774516867,0,0,0,0
1774516868,0,0,0,0
1774516869,0,0,0,0
1774516870,0,0,0,0
1774516871,0,0,0,0
1774516872,0,0,0,0
1774516873,0,0,0,0
1774516874,0,0,0,0
1774516875,0,0,0,0
1774516876,0,0,0,0
1774516877,0,0,0,0
1774516878,0,0,0,0
1774516879,0,0,0,0
1774516880,0,0,0,0
1774516881,0,0,0,0
1774516882,0,0,0,0
1774516883,0,0,0,0
1774516884,0,0,0,0
1774516885,0,0,0,0
1774516886,0,0,0,0
1774516887,0,0,0,0
1774516888,0,0,0,0
1774516889,0,0,0,0
1774516890,0,0,0,0
1774516891,0,0,0,0
1774516892,0,0,0,0
1774516893,0,0,0,0
1774516894,0,0,0,0
1774516895,0,0,0,0
1774516896,0,0,0,0
1774516897,0,0,0,0
1774516899,0,0,0,0
1774516900,0,0,0,0
1774516901,0,0,0,0
1774516902,0,0,0,0
1774516903,0,0,0,0
1774516904,0,0,0,0
1774516905,0,0,0,0
1774516906,0,0,0,0
1774516907,0,0,0,0
1774516908,0,0,0,0
1774516909,0,0,0,0
1774516910,0,0,0,0
1774516911,0,0,0,0
1774516912,0,0,0,0
1774516913,0,0,0,0
1774516914,0,0,0,0
1774516915,0,0,0,0
1774516916,0,0,0,0
1774516917,0,0,0,0
1774516918,0,0,0,0
1774516919,0,0,0,0
1774516920,0,0,0,0
1774516921,0,0,0,0
1774516922,0,0,0,0
1774516923,0,0,0,0
1774516924,0,0,0,0
1774516925,0,0,0,0
1774516926,0,0,0,0
1774516927,0,0,0,0
1774516928,0,0,0,0
1774516929,0,0,0,0
1774516930,0,0,0,0
1774516931,0,0,0,0
1774516932,0,0,0,0
1774516933,0,0,0,0
1774516934,0,0,0,0
1774516935,0,0,0,0
1774516936,0,0,0,0
1774516937,0,0,0,0
1774516938,0,0,0,0
1774516939,0,0,0,0
1774516940,0,0,0,0
1774516941,0,0,0,0
1774516942,0,0,0,0
1774516943,0,0,0,0
1774516944,0,0,0,0
1774516946,0,0,0,0
1774516947,0,0,0,0
1774516948,0,0,0,0
1774516949,0,0,0,0
1774516950,0,0,0,0
1774516951,0,0,0,0
1774516952,0,0,0,0
1774516953,0,0,0,0
1774516954,0,0,0,0
1774516955,0,0,0,0
1774516956,0,0,0,0
1774516957,0,0,0,0
1774516958,0,0,0,0
1774516959,0,0,0,0
1774516960,0,0,0,0
1774516961,0,0,0,0
1774516962,0,0,0,0
1774516963,0,0,0,0
1774516964,0,0,0,0
1774516965,0,0,0,0
1774516966,0,0,0,0
1774516967,0,0,0,0
1774516968,0,0,0,0
1774516969,0,0,0,0
1774516970,0,0,0,0
1774516971,0,0,0,0
1774516972,0,0,0,0
1774516973,0,0,0,0
1774516974,0,0,0,0
1774516975,0,0,0,0
1774516976,0,0,0,0
1774516977,0,0,0,0
1774516978,0,0,0,0
1774516979,0,0,0,0
1774516980,0,0,0,0
1774516981,0,0,0,0
1774516982,0,0,0,0
1774516983,0,0,0,0
1774516984,0,0,0,0
1774516985,0,0,0,0
1774516986,0,0,0,0
1774516987,0,0,0,0
1774516988,0,0,0,0
1774516989,0,0,0,0
1774516990,0,0,0,0
1774516991,0,0,0,0
1774516992,0,0,0,0
1774516994,0,0,0,0
1774516995,0,0,0,0
1774516996,0,0,0,0
1774516997,0,0,0,0
1774516998,0,0,0,0
1774516999,0,0,0,0
1774517000,0,0,0,0
1774517001,0,0,0,0
1774517002,0,0,0,0
1774517003,0,0,0,0
1774517004,0,0,0,0
1774517005,0,0,0,0
1774517006,0,0,0,0
1774517007,0,0,0,0
1774517008,0,0,0,0
1774517009,0,0,0,0
1774517010,0,0,0,0
1774517011,0,0,0,0
1774517012,0,0,0,0
1774517013,0,0,0,0
1774517014,0,0,0,0
1774517015,0,0,0,0
1774517016,0,0,0,0
1774517017,0,0,0,0
1774517018,0,0,0,0
1774517019,0,0,0,0
1774517020,0,0,0,0
1774517021,0,0,0,0
1774517022,0,0,0,0
1774517023,0,0,0,0
1774517024,0,0,0,0
1774517025,0,0,0,0
1774517026,0,0,0,0
1774517027,0,0,0,0
1774517028,0,0,0,0
1774517029,0,0,0,0
1774517030,0,0,0,0
1774517031,0,0,0,0
1774517032,0,0,0,0
1774517033,0,0,0,0
1774517034,0,0,0,0
1774517035,0,0,0,0
1774517036,0,0,0,0
1774517038,0,0,0,0
1774517039,0,0,0,0
1774517040,0,0,0,0
1774517041,0,0,0,0
1774517042,0,0,0,0
1774517043,0,0,0,0
1774517044,0,0,0,0
1774517045,0,0,0,0
1774517046,0,0,0,0
1774517047,0,0,0,0
1774517048,0,0,0,0
1774517049,0,0,0,0
1774517050,0,0,0,0
1774517051,0,0,0,0
1774517052,0,0,0,0
1774517053,0,0,0,0
1774517054,0,0,0,0
1774517055,0,0,0,0
1774517056,0,0,0,0
1774517057,0,0,0,0
1774517058,0,0,0,0
1774517059,0,0,0,0
1774517060,0,0,0,0
1774517061,0,0,0,0
1774517062,0,0,0,0
1774517063,0,0,0,0
1774517064,0,0,0,0
1774517065,0,0,0,0
1774517066,0,0,0,0
